REPORT_NUMBER,CRASH_YEAR,CRASH_DATE_AND_TIME,REPORT_DATE_AND_TIME,INVESTIGATING_AGENCY_REPORT_NUMBER,FORM_TYPE,TOTAL_NUMBER_OF_VEHICLES,TOTAL_NUMBER_OF_PERSONS,COUNTY_CODE,CITY_CODE,COUNTY_NAME,CITY_NAME,RURAL_OR_URBAN,NOTIFIED_TIME,DISPATCHED_TIME,ARRIVED_TIME,CLEARED_TIME,COMPLETED_FLAG,NOTIFIED_BY,ON_STREET_ROAD_HIGHWAY,STREET_ADDRESS_NUMBER,LATITUDE,LONGITUDE,FEET_FROM_INTERSECTION,DIRECTION_FROM_INTERSECTION,FROM_INTERSECTION_OF,MILEPOST_NUMBER,ROAD_SYSTEM_IDENTIFER,TYPE_OF_SHOULDER,TYPE_OF_INTERSECTION,PHOTOS_TAKEN,LIGHT_CONDITION,WEATHER_CONDITION,ROAD_SURFACE_CONDITION,SCHOOL_BUS_RELATED_CODE,TYPE_OF_IMPACT,FIRST_HARMFUL_EVENT,LOCATION,INTERCHANGE_FLAG,JUNCTION_FLAG,ROAD_CIRCUMSTANCES_1,ROAD_CIRCUMSTANCES_2,ROAD_CIRCUMSTANCES_3,ENVIRONMENT_CIRCUMSTANCES_1,ENVIRONMENT_CIRCUMSTANCES_2,ENVIRONMENT_CIRCUMSTANCES_3,WORK_ZONE_RELATED_FLAG,CRASH_IN_WORK_ZONE,TYPE_OF_WORK_ZONE,WORKERS_PRESENT,LAW_ENFORCEMENT_PRESENT,INVESTIGATOR_RANK,INVESTIGATING_AGENCY_NAME,INVESTIGATING_AGENCY_TYPE,LOAD_DATE,CODEABLE,S4_CRASH_TYPE,S4_CRASH_TYPE_SIMPLIFIED,S4_CRASH_SEVERITY,S4_CRASH_SEVERITY_DETAIL,S4_DAY_OR_NIGHT,S4_IS_AGGRESSIVE_DRIVING,S4_IS_ALCOHOL_RELATED,S4_IS_CMV_INVOLVED,S4_IS_DISTRACTED,S4_IS_DRUG_RELATED,S4_IS_HIT_AND_RUN,S4_IS_INTERSECTION_RELATED,S4_IS_LANE_DEPARTURE_RELATED,S4_IS_SPEEDING_RELATED,S4_NONE_INJURY_COUNT,S4_INJURY_COUNT,S4_POSSIBLE_INJURY_COUNT,S4_NON_INCAPACITATING_INJURY_COUNT,S4_INCAPACITATING_INJURY_COUNT,S4_FATALITY_COUNT,S4_FATALITY_WITHIN_30_DAYS_COUNT,S4_NON_TRAFFIC_FATALITY_COUNT,S4_TRAILER_COUNT,S4_MOTORCYCLE_COUNT,S4_MOPED_COUNT,S4_NON_MOTORIST_COUNT,S4_BICYCLIST_COUNT,S4_PEDESTRIAN_COUNT,S4_DRIVER_COUNT,S4_AGING_DRIVER_COUNT,S4_TEENAGER_DRIVER_COUNT,S4_PASSENGER_COUNT,S4_UNRESTRAINED_COUNT,S4_UNRESTRAINED_INJURY_COUNT,S4_UNRESTRAINED_INCAPACITATING_INJURY_COUNT,S4_UNRESTRAINED_FATALITY_COUNT,S4_MOTORCYCLIST_COUNT,S4_MOTORCYCLIST_INCAPACITATING_INJURY_COUNT,S4_MOTORCYCLIST_FATALITY_COUNT,S4_IS_PEDESTRIAN_INVOLVED,S4_PEDESTRIAN_INCAPACITATING_INJURY_COUNT,S4_PEDESTRIAN_FATALITY_COUNT,S4_IS_BICYCLIST_INVOLVED,S4_BICYCLIST_INCAPACITATING_INJURY_COUNT,S4_BICYCLIST_FATALITY_COUNT,S4_CITATION_COUNT,S4_CITATION_AMOUNT,S4_PROPERTY_DAMAGE_COUNT,S4_PROPERTY_DAMAGE_AMOUNT,S4_VEHICLE_DAMAGE_COUNT,S4_VEHICLE_DAMAGE_AMOUNT,S4_TOTAL_DAMAGE_AMOUNT,S4_TRANSPORT_BY_EMS_COUNT,S4_TRANSPORT_BY_LAW_ENFORCEMENT_COUNT,S4_TRANSPORT_BY_OTHER_COUNT,S4_GEOLOCATION_STATUS,S4_PRELIMINARY_GEOLOCATION_STATUS,S4_X,S4_Y,S4_LATITUDE,S4_LONGITUDE
25678765,2023,3/14/2023 7:25,3/14/2023 8:54,153292,L,2,3,2,30,Duval,Atlantic Beach,Urban,3/14/2023 7:25,3/14/2023 8:16,3/14/2023 8:32,3/14/2023 10:04,Y,Law Enforcement,MAYPORT RD,,30.35366523,-81.41366484,0,,FLEET LANDING BLVD,,State,Curb,Four-Way Intersection,N,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),3/16/2023 14:26,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,2,20000,20000,2,0,0,Preliminary,Editor Mapped,460246.7278,3358048.317,30.35366902,-81.4136473
25075614,2023,2/2/2023 23:01,2/2/2023 23:49,FHP23ON0058423,L,2,2,2,38,Duval,Jacksonville,Urban,2/2/2023 23:04,2/2/2023 23:06,2/2/2023 23:22,2/3/2023 0:42,Y,Law Enforcement,SR-202 (BUTLER BLVD),,30.25153768,-81.47160319,211,West,HODGES BLVD,,Interstate,Paved,Not at Intersection,N,Dark - Not Lighted,Cloudy,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),2/7/2023 14:37,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,NIGHT,N,Y,N,N,N,N,N,N,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,3,0,0,0,2,10000,10000,1,0,0,Preliminary,Editor Mapped,454627.0961,3346749.2,30.25150896,-81.47163175
25322595,2023,1/22/2023 18:30,1/22/2023 18:58,44853,L,1,3,2,38,Duval,Jacksonville,Urban,1/22/2023 18:40,1/22/2023 18:42,1/22/2023 18:49,1/22/2023 20:20,Y,Law Enforcement,N MAIN ST,,30.49261767,-81.62417883,831,North,MAX LEGGETT PKWY,,U.S.,Unpaved,Not at Intersection,N,Dark - Not Lighted,Cloudy,Dry,N,"Sideswipe, Same Direction",Pedestrian,Outside Right-of-way,N,Non-Junction,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/24/2023 14:52,Y,Pedestrian,Pedestrian,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,Y,1,0,N,0,0,0,0,0,0,1,3000,3000,1,0,0,Preliminary,Editor Mapped,440096.8823,3373540.839,30.49263417,-81.62419442
25038909,2023,1/9/2023 16:33,1/9/2023 17:07,FHP23ON0015156,L,2,2,2,38,Duval,Jacksonville,Urban,1/9/2023 16:38,1/9/2023 16:40,1/9/2023 16:47,1/9/2023 17:39,Y,Law Enforcement,INTERSTATE 295 (NORTHBOUND),,30.32068973,-81.52616317,69,North,SR-10 (ATLANTIC BLVD),,Interstate,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),1/14/2023 14:50,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,N,0,0,N,0,0,1,0,1,1200,2,12000,13200,1,0,0,Preliminary,Editor Mapped,449394.535,3354450.826,30.32080006,-81.52639106
24509202,2023,6/9/2023 23:24,6/9/2023 23:57,346158,L,1,2,2,38,Duval,Jacksonville,Urban,6/9/2023 23:26,6/9/2023 23:26,6/9/2023 23:30,6/10/2023 2:22,Y,Law Enforcement,NEW KINGS RD,,30.37033442,-81.72411978,45140700,South,EDGEWOOD AVE W,,U.S.,Curb,Four-Way Intersection,N,Dark - Lighted,Cloudy,Wet,N,Other,Motor Vehicle in Transport,On Roadway,N,Intersection-Related,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),6/10/2023 14:45,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,Y,N,N,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,1,0,N,0,0,0,0,0,0,1,3500,3500,1,0,0,Verified,n/a,430420.4907,3360044.233,30.37032868,-81.72411651
24331171,2023,12/24/2023 17:50,2/5/2024 14:18,774368,L,1,2,2,38,Duval,Jacksonville,Urban,12/24/2023 17:55,12/24/2023 18:00,12/24/2023 18:05,12/24/2023 21:00,Y,Law Enforcement,MERRILL RD,,30.35192969,-81.58148855,45228346,East,ARLEX DR E,,Local,Curb,Not at Intersection,Y,Dark - Lighted,Clear,Dry,N,Other,Pedestrian,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),12/25/2023 20:05,Y,Pedestrian,Pedestrian,Fatality,Fatal (within 30 days),DAY,N,N,N,N,N,N,N,N,N,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,0,1,N,0,0,0,0,0,0,1,2000,2000,0,0,0,Preliminary,Editor Mapped,444113.5738,3357925.194,30.35191909,-81.58150588
89677381,2023,7/13/2023 0:25,7/13/2023 1:09,FHP23ON0363734,L,1,1,2,38,Duval,Jacksonville,Urban,7/13/2023 0:30,7/13/2023 0:34,7/13/2023 1:08,7/13/2023 1:56,Y,Law Enforcement,INTERSTATE 95,,30.16649,-81.55108,596,North,INTERSTATE 295,,Interstate,Paved,Not at Intersection,N,Dark - Lighted,Clear,Dry,N,Other,Fell/Jumped From Motor Vehicle,On Roadway,N,Driveway/Alley Access Related,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),7/24/2023 14:45,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,N,N,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,2,0,0,0,1,4000,4000,1,0,0,Preliminary,Editor Mapped,437657.7381,3369679.811,30.45767053,-81.64937786
25324614,2023,2/6/2023 0:00,2/6/2023 0:32,75352,L,2,2,2,38,Duval,Jacksonville,Urban,2/6/2023 0:01,2/6/2023 0:01,2/6/2023 0:09,2/6/2023 2:00,Y,Law Enforcement,SEABOARD AVE,,30.23947359,-81.73071,533,North,VIOLA LN,,Local,Unpaved,Other,N,Dark - Lighted,Clear,Dry,N,Front to Front,Motor Vehicle in Transport,On Roadway,N,Driveway/Alley Access Related,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),2/7/2023 14:38,Y,Backed Into,Other,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,2,10000,10000,1,0,0,Preliminary,Editor Mapped,429696.2803,3345544.017,30.23944467,-81.73068181
24117185,2023,5/3/2023 8:55,6/8/2023 11:59,262533,L,2,2,2,38,Duval,Jacksonville,Urban,5/3/2023 8:58,5/3/2023 9:00,5/3/2023 9:15,5/3/2023 13:20,Y,Law Enforcement,PHOENIX AVE,,30.35610524,-81.64114467,0,,MARTIN LUTHER KING JR PKWY/US-1-ALT/,,Local,Paved,Four-Way Intersection,Y,Daylight,Clear,Dry,N,Other,Motor Vehicle in Transport,On Roadway,Y,Intersection,None,,,None,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),5/5/2023 15:29,Y,Left Leaving,Left Turn,Fatality,Fatal (within 30 days),DAY,N,N,Y,N,N,N,Y,N,N,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,1,250000,2,23000,273000,0,0,0,Verified,n/a,438384.725,3358419.359,30.35609951,-81.64114142
25675836,2023,2/6/2023 12:05,2/6/2023 12:17,76264,L,2,2,2,38,Duval,Jacksonville,Urban,2/6/2023 12:05,2/6/2023 12:05,2/6/2023 12:10,2/6/2023 13:00,Y,Law Enforcement,ST,103RD,30.24816455,-81.77680312,117,East,HILLMAN DR,,State,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),2/16/2023 18:53,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,N,N,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,12000,12000,2,0,0,Preliminary,Editor Mapped,425265.9462,3346535.742,30.2481286,-81.77679418
25320169,2023,2/13/2023 1:27,2/13/2023 1:48,90312,L,1,1,2,38,Duval,Jacksonville,Urban,2/13/2023 1:28,2/13/2023 1:31,2/13/2023 1:36,2/13/2023 2:31,Y,Law Enforcement,GREENLAND RD,,30.16186194,-81.54592105,96,West,GREENADA DR,,Local,Curb,Not at Intersection,N,Dark - Lighted,Clear,Dry,N,Other,Overturn/Rollover,On Roadway,N,Non-Junction,None,,,Animal(s) in Roadway,None,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),2/16/2023 18:54,Y,Rollover,Rollover,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,1,10000,10000,1,0,0,Preliminary,Editor Mapped,447429.8453,3336856.925,30.16195121,-81.54594846
25331959,2023,1/6/2023 19:00,1/6/2023 19:34,12031,L,2,3,2,38,Duval,Jacksonville,Urban,1/6/2023 19:00,1/6/2023 19:00,1/6/2023 19:25,1/6/2023 20:30,Y,Law Enforcement,HARLOW BLVD,,30.24842993,-81.75757487,0,,103RD ST,,Local,Paved,Four-Way Intersection,N,Dusk,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/12/2023 14:55,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,Y,N,N,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,N,0,0,N,0,0,3,0,0,0,2,6000,6000,1,0,0,Preliminary,Editor Mapped,427120.8499,3346547.119,30.24834416,-81.75751632
25051165,2023,1/16/2023 22:50,1/16/2023 23:42,FHP23ON0028011,L,3,5,2,38,Duval,Jacksonville,Urban,1/16/2023 22:58,1/16/2023 23:00,1/16/2023 23:10,1/17/2023 0:35,Y,Law Enforcement,BLANDING BLVD,,30.19683,-81.73956,1314,East,INTERSTATE 295,,State,Paved,Four-Way Intersection,N,Dark - Lighted,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,Y,Intersection,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),1/22/2023 14:43,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,Y,N,N,4,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,N,0,0,N,0,0,3,0,0,0,3,24000,24000,1,0,0,Preliminary,Editor Mapped,428712.5639,3340869.533,30.19720681,-81.74058903
25332835,2023,1/1/2023 18:09,1/1/2023 19:50,1477,L,2,3,2,38,Duval,Jacksonville,Urban,1/1/2023 18:11,1/1/2023 18:12,1/1/2023 18:14,1/1/2023 18:32,Y,Law Enforcement,ATLANTIC BLVD (SR 10),,30.30778801,-81.62033072,49,East,ART MUSEUM,,State,Paved,T-Intersection,N,Dusk,Clear,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Intersection-Related,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/3/2023 14:47,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,Y,N,N,Y,N,N,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,1100,1100,0,0,0,Preliminary,Editor Mapped,440355.2947,3353058.983,30.30782844,-81.62033259
25029799,2023,1/18/2023 15:00,1/18/2023 15:33,FHP23ON0030948,L,2,2,2,38,Duval,Jacksonville,Urban,1/18/2023 15:04,1/18/2023 15:13,1/18/2023 15:20,1/18/2023 17:05,Y,Law Enforcement,I-295 (BUCKMAN BRG),,30.19031,-81.67002,7898,East,STATE ROAD 13 (SAN JOSE BLVD),,Interstate,Paved,Not at Intersection,N,Daylight,Cloudy,Dry,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),1/30/2023 14:49,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,Y,N,N,Y,N,N,N,Y,Y,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,3,0,0,0,2,11000,11000,1,0,0,Preliminary,Editor Mapped,435528.8488,3340052.887,30.1902184,-81.66973058
25331152,2023,1/28/2023 15:40,1/28/2023 16:14,57581,L,2,2,2,38,Duval,Jacksonville,Urban,1/28/2023 15:42,1/28/2023 15:50,1/28/2023 16:05,1/28/2023 16:14,Y,Law Enforcement,HECKSCHER DR,,30.43691364,-81.41441171,3572,North,,,State,Paved,Not at Intersection,N,Daylight,Cloudy,Dry,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/30/2023 14:50,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,N,N,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,2,13500,13500,2,0,0,Preliminary,Editor Mapped,460204.4316,3367269.949,30.43688206,-81.41443857
25675066,2023,1/17/2023 9:54,1/17/2023 10:12,33491,L,3,3,2,38,Duval,Jacksonville,Urban,1/17/2023 9:54,1/17/2023 10:00,1/17/2023 10:05,1/17/2023 10:38,Y,Law Enforcement,US 1,,30.23636236,-81.59440288,659,South,CYPRESS PLAZA DR,,U.S.,Curb,Not at Intersection,N,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/20/2023 14:50,Y,Left Entering,Left Turn,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,N,N,2,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,3,19800,19800,0,0,0,Preliminary,Editor Mapped,442808.008,3345120.545,30.23631242,-81.59439264
25135981,2023,1/22/2023 23:48,10/5/2023 13:54,45318,L,1,1,2,38,Duval,Jacksonville,Urban,1/22/2023 23:50,1/22/2023 23:50,1/22/2023 23:59,1/23/2023 3:00,Y,Law Enforcement,SAN JUAN AVE,,30.28217656,-81.74851358,205,West,JAMMES RD,,State,Paved,Not at Intersection,Y,Dark - Lighted,Cloudy,Wet,N,Other,Curb,On Roadway,N,Non-Junction,None,,,Weather Conditions,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/24/2023 14:52,Y,Off Road,Off Road,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,N,0,0,N,0,0,0,0,2,12000,1,15000,27000,1,0,0,Preliminary,Editor Mapped,428012.6332,3350275.147,30.28203718,-81.74850279
89603483,2023,3/13/2023 5:40,3/13/2023 6:30,FHP23ON0131814,L,2,2,2,38,Duval,Jacksonville,Urban,3/13/2023 5:40,3/13/2023 5:43,3/13/2023 6:08,3/13/2023 8:20,Y,Law Enforcement,INTERSTATE 95 SB,,30.34735,-81.66843,607,North,8TH STREET,,Interstate,Paved,Not at Intersection,N,Dawn,Rain,Wet,N,Front to Rear,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,TPR,Florida Highway Patrol,Florida Highway Patrol (FHP),3/20/2023 14:18,Y,Rear End,Rear End,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,N,N,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,2,0,0,0,2,8300,8300,2,0,0,Preliminary,Editor Mapped,435765.4701,3357968.871,30.35189802,-81.66836707
88636352,2023,6/3/2023 22:45,7/13/2023 14:00,332314,L,1,2,2,38,Duval,Jacksonville,Urban,6/3/2023 22:47,6/3/2023 22:50,6/3/2023 22:53,6/4/2023 1:30,Y,Law Enforcement,ATLANTIC BLVD (STATE ROAD 10),,30.30995844,-81.61243398,45224432,East,JORK RD,,State,Curb,Not at Intersection,Y,Dark - Lighted,Clear,Dry,N,Other,Pedestrian,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,DETECTIVE,Jacksonville Sheriff's Office,Sheriff's Office (SO),6/4/2023 14:40,Y,Pedestrian,Pedestrian,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,N,N,N,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,1,0,N,0,0,0,0,0,0,1,3000,3000,1,0,0,Verified,n/a,441116.3386,3353290.262,30.30995271,-81.61243074
25678389,2023,3/6/2023 17:15,3/6/2023 17:41,137257,L,1,1,2,38,Duval,Jacksonville,Urban,3/6/2023 17:17,3/6/2023 17:17,3/6/2023 17:45,3/6/2023 18:39,Y,Law Enforcement,NORMANDY BLVD,,30.30652629,-81.75064168,429,East,LANE AVE S,,State,Paved,Not at Intersection,N,Daylight,Clear,Dry,N,Other,Other Non-Collision,On Roadway,Y,Non-Junction,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),3/8/2023 15:03,Y,Single Vehicle,Other,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,Y,N,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,N,0,0,N,0,0,0,0,0,0,1,1000,1000,1,0,0,Preliminary,Editor Mapped,427823.4682,3352990.766,30.30653012,-81.75065614
26106666,2023,12/22/2023 4:46,12/22/2023 6:38,769508,L,2,2,2,38,Duval,Jacksonville,Urban,12/22/2023 4:46,12/22/2023 4:53,12/22/2023 4:59,12/22/2023 6:38,Y,Law Enforcement,TITANIA STREET,,30.28641876,-81.80207893,45125401,,NORMANDY BLVD,,Local,Curb,T-Intersection,N,Dark - Lighted,Clear,Dry,N,"Sideswipe, Opposite Direction",Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),12/26/2023 19:47,Y,Left Leaving,Left Turn,Serious Injury,Incapacitating Injury,NIGHT,N,N,N,N,N,N,Y,N,N,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,1,0,0,0,2,8000,8000,1,0,0,Preliminary,Editor Mapped,422859.7971,3350798.739,30.28644446,-81.8021146
25675821,2023,1/27/2023 12:15,1/27/2023 13:00,55531,L,2,2,2,38,Duval,Jacksonville,Urban,1/27/2023 12:15,1/27/2023 12:15,1/27/2023 12:55,1/27/2023 13:40,Y,Law Enforcement,ST,103RD,30.24837089,-81.76241926,0,,,,Local,Paved,Four-Way Intersection,N,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/28/2023 14:48,Y,Other,Other,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,2,20000,20000,1,0,0,Preliminary,Editor Mapped,426656.6146,3346556.389,30.24839981,-81.76234193
25677403,2023,3/7/2023 11:20,3/7/2023 11:52,138942,L,2,4,2,38,Duval,Jacksonville,Urban,3/7/2023 11:25,3/7/2023 11:30,3/7/2023 11:32,3/7/2023 11:56,Y,Law Enforcement,EDGEWOOD AVE W,,30.37059294,-81.72423388,0,,NEW KINGS RD,,State,Curb,Four-Way Intersection,N,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Intersection,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),3/9/2023 14:49,Y,Unknown,Unknown,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,Y,N,N,1,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,2,11000,11000,3,0,0,Preliminary,Editor Mapped,430402.5388,3360084.826,30.37069393,-81.72430602
25675350,2023,1/19/2023 10:09,1/19/2023 10:36,38271,L,2,2,2,38,Duval,Jacksonville,Urban,1/19/2023 10:10,1/19/2023 10:11,1/19/2023 10:26,1/19/2023 11:59,Y,Law Enforcement,MAGNOLIA WALK DR,,30.16128571,-81.57979218,0,,GREENLAND RD,,Local,Curb,Not at Intersection,N,Daylight,Clear,Dry,N,Angle,Motor Vehicle in Transport,On Roadway,N,Non-Junction,None,,,None,,,N,,,,,CSO,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/25/2023 14:48,Y,Left Leaving,Left Turn,Serious Injury,Incapacitating Injury,DAY,N,N,N,N,N,N,N,N,N,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,N,0,0,N,0,0,1,0,0,0,2,11000,11000,1,0,0,Preliminary,Editor Mapped,444166.265,3336804.04,30.16132861,-81.579837
25330200,2023,1/3/2023 1:15,1/3/2023 2:13,3738,L,2,3,2,38,Duval,Jacksonville,Urban,1/3/2023 1:16,1/3/2023 1:16,1/3/2023 1:22,1/3/2023 4:15,Y,Law Enforcement,ARLINGTON EXPY,,30.32732097,-81.61360167,1841,West,UNIVERSITY BLVD N/SR-109 RAMP,,State,Curb,Not at Intersection,N,Dark - Lighted,"Fog, Smog, Smoke",Dry,N,Front to Rear,Parked Motor Vehicle,On Roadway,N,Non-Junction,None,,,Weather Conditions,,,N,,,,,OFFICER,Jacksonville Sheriff's Office,Sheriff's Office (SO),1/4/2023 14:55,Y,Parked Vehicle,Other,Serious Injury,Incapacitating Injury,NIGHT,Y,N,N,N,N,N,N,Y,Y,0,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,N,0,0,N,0,0,0,0,0,0,2,35000,35000,3,0,0,Preliminary,Editor Mapped,441014.2156,3355214.511,30.3273115,-81.61360104
